scenario_id,source_affect_id,participants_id,text_no,subject_id,trial,valence_true,arousal_true,valence_noisy,arousal_noisy,HR,RMSSD,SDNN,pNN50,emotion_label,risk_tier,matched_by,match_ok
p1_n17,p1_n17,1,17,9,1,-0.72,0.85,-0.796952117784721,0.6403535503881922,87.8,16.2,44.8,0.1,fearful,M,direct_text_va_emo_row,True
p1_n17,p1_n17,1,17,10,1,-0.72,0.85,-0.8717162944642938,0.964421646513388,79.9,20.9,21.5,12.4,fearful,M,direct_text_va_emo_row,True
p1_n18,p1_n18,1,18,1,1,-0.74,0.4,-0.6681677738992476,0.38862193867468947,83.1,5.0,44.9,0.9,disgust,M,direct_text_va_emo_row,True
p1_n18,p1_n18,1,18,2,1,-0.74,0.4,-0.7838909863748038,0.5671637011894767,71.3,28.7,54.0,14.7,disgust,M,direct_text_va_emo_row,True
p1_n18,p1_n18,1,18,3,1,-0.74,0.4,-0.5011748604405618,0.6190116981324486,85.6,21.9,34.0,15.4,disgust,M,direct_text_va_emo_row,True
p1_n18,p1_n18,1,18,4,1,-0.74,0.4,-0.438501370863296,0.5943518381911278,77.6,48.8,43.9,24.4,disgust,M,direct_text_va_emo_row,True
p1_n18,p1_n18,1,18,5,1,-0.74,0.4,-0.8825878416034201,-0.05515082513712927,90.0,5.0,22.7,6.2,disgust,M,direct_text_va_emo_row,True
p1_n18,p1_n18,1,18,6,1,-0.74,0.4,-1.0,0.1599884261801341,82.0,47.5,25.7,27.1,disgust,M,direct_text_va_emo_row,True
p1_n18,p1_n18,1,18,7,1,-0.74,0.4,-0.9550962526948754,0.296598616644589,84.0,29.9,23.3,19.9,disgust,M,direct_text_va_emo_row,True
p1_n18,p1_n18,1,18,8,1,-0.74,0.4,-0.8527897146022497,0.5379351999777301,76.7,27.8,57.8,12.9,disgust,M,direct_text_va_emo_row,True
p1_n18,p1_n18,1,18,9,1,-0.74,0.4,-0.6282818747993255,0.31436269978555875,82.2,32.2,27.7,14.4,disgust,M,direct_text_va_emo_row,True
p1_n18,p1_n18,1,18,10,1,-0.74,0.4,-0.8121371739689262,0.20406161971889294,87.3,31.9,5.0,15.0,disgust,M,direct_text_va_emo_row,True
p1_n19,p1_n19,1,19,1,1,0.1,0.92,0.27318068877921486,0.6026673758633252,93.8,18.8,37.3,12.9,surprise,M,direct_text_va_emo_row,True
p1_n19,p1_n19,1,19,2,1,0.1,0.92,0.08585287777502605,1.0,91.8,37.6,30.7,21.3,surprise,M,direct_text_va_emo_row,True
p1_n19,p1_n19,1,19,3,1,0.1,0.92,0.3676526399947966,0.7375993825481477,84.8,35.4,36.1,13.8,surprise,M,direct_text_va_emo_row,True
p1_n19,p1_n19,1,19,4,1,0.1,0.92,-0.020890370961634264,0.7669582707112949,88.1,23.0,5.0,17.3,surprise,M,direct_text_va_emo_row,True
p1_n19,p1_n19,1,19,5,1,0.1,0.92,-0.15529061439007505,1.0,86.0,17.2,31.2,10.7,surprise,M,direct_text_va_emo_row,True
p1_n19,p1_n19,1,19,6,1,0.1,0.92,-0.15963595521099308,0.5121810461347637,91.4,14.7,34.8,9.5,surprise,M,direct_text_va_emo_row,True
p1_n19,p1_n19,1,19,7,1,0.1,0.92,0.25206154792124214,0.5907170200133538,78.6,9.2,13.4,8.7,surprise,M,direct_text_va_emo_row,True
p1_n19,p1_n19,1,19,8,1,0.1,0.92,0.3232384675271923,1.0,90.5,40.5,45.0,13.5,surprise,M,direct_text_va_emo_row,True
p1_n19,p1_n19,1,19,9,1,0.1,0.92,-0.06924878461463282,0.726835138682294,97.5,7.0,21.7,10.3,surprise,M,direct_text_va_emo_row,True
p1_n19,p1_n19,1,19,10,1,0.1,0.92,0.4426340359991784,1.0,93.9,36.8,63.8,19.0,surprise,M,direct_text_va_emo_row,True
p1_n20,p1_n20,1,20,1,1,0.07,0.87,0.3044788843776638,0.8731248304768126,96.9,5.0,20.2,4.4,surprise,M,direct_text_va_emo_row,True
p1_n20,p1_n20,1,20,2,1,0.07,0.87,-0.15026708416532306,0.6919448090877373,85.5,31.2,7.0,20.9,surprise,M,direct_text_va_emo_row,True
p1_n20,p1_n20,1,20,3,1,0.07,0.87,0.2502838406363954,0.6409314748590688,94.0,50.9,30.0,23.0,surprise,M,direct_text_va_emo_row,True
p1_n20,p1_n20,1,20,4,1,0.07,0.87,0.42463283628700915,0.24804783586623014,82.9,5.0,55.5,0.0,surprise,M,direct_text_va_emo_row,True
p1_n20,p1_n20,1,20,5,1,0.07,0.87,0.16041526531175415,1.0,75.7,44.8,28.2,21.8,surprise,M,direct_text_va_emo_row,True
p1_n20,p1_n20,1,20,6,1,0.07,0.87,0.3459693358290644,0.9887919366238453,93.4,24.8,26.7,6.7,surprise,M,direct_text_va_emo_row,True
p1_n20,p1_n20,1,20,7,1,0.07,0.87,0.009329680796991674,0.613407698083527,99.7,29.5,48.4,18.0,surprise,M,direct_text_va_emo_row,True
p1_n20,p1_n20,1,20,8,1,0.07,0.87,0.18454202869717468,0.6250696938207982,84.0,12.8,21.4,14.5,surprise,M,direct_text_va_emo_row,True
p1_n20,p1_n20,1,20,9,1,0.07,0.87,-0.18600714772159488,0.8000474144057484,81.5,39.5,37.0,21.4,surprise,M,direct_text_va_emo_row,True
p1_n20,p1_n20,1,20,10,1,0.07,0.87,0.051506784101405495,0.8510835989185425,96.8,35.6,34.0,16.9,surprise,M,direct_text_va_emo_row,True
p2_n21,p2_n21,2,21,1,1,-0.65,0.85,-0.13828445107011056,0.6812664953023619,95.4,40.5,35.9,24.4,fearful,M,direct_text_va_emo_row,True
p2_n21,p2_n21,2,21,2,1,-0.65,0.85,-0.5868577885008441,1.0,93.9,10.3,31.5,4.9,fearful,M,direct_text_va_emo_row,True
p2_n21,p2_n21,2,21,3,1,-0.65,0.85,-0.25284326798910106,1.0,103.1,28.6,37.2,13.0,fearful,M,direct_text_va_emo_row,True
p2_n21,p2_n21,2,21,4,1,-0.65,0.85,-0.2260692805472837,1.0,75.2,15.0,21.6,8.3,fearful,M,direct_text_va_emo_row,True
p2_n21,p2_n21,2,21,5,1,-0.65,0.85,-1.0,1.0,88.3,19.6,30.0,6.2,fearful,M,direct_text_va_emo_row,True
p2_n21,p2_n21,2,21,6,1,-0.65,0.85,-0.5221251061595347,1.0,85.6,38.8,38.4,17.7,fearful,M,direct_text_va_emo_row,True
p2_n21,p2_n21,2,21,7,1,-0.65,0.85,-0.8691934453029613,1.0,86.8,20.3,24.2,15.7,fearful,M,direct_text_va_emo_row,True
p2_n21,p2_n21,2,21,8,1,-0.65,0.85,-1.0,0.5871725220901638,75.7,31.4,5.0,22.7,fearful,M,direct_text_va_emo_row,True
p2_n21,p2_n21,2,21,9,1,-0.65,0.85,-0.5717169649967112,1.0,100.6,5.0,23.1,4.0,fearful,M,direct_text_va_emo_row,True
p2_n21,p2_n21,2,21,10,1,-0.65,0.85,-1.0,1.0,117.3,5.0,27.0,6.2,fearful,M,direct_text_va_emo_row,True
p2_n22,p2_n22,2,22,1,1,0.0,0.0,-0.26655873297480626,0.5311928507542404,70.3,62.1,57.6,29.5,neutral,M,direct_text_va_emo_row,True
p2_n22,p2_n22,2,22,2,1,0.0,0.0,-0.24334470950675866,0.2517833341182899,64.2,52.3,48.7,27.2,neutral,M,direct_text_va_emo_row,True
p2_n22,p2_n22,2,22,3,1,0.0,0.0,0.09895494527398077,0.1732139389544529,79.1,30.5,37.5,10.3,neutral,M,direct_text_va_emo_row,True
p2_n22,p2_n22,2,22,4,1,0.0,0.0,0.14911028439543816,-0.15857146192235078,74.9,19.3,52.2,11.5,neutral,M,direct_text_va_emo_row,True
p2_n22,p2_n22,2,22,5,1,0.0,0.0,0.05318494396441508,0.19571843373714312,71.0,48.0,41.7,25.5,neutral,M,direct_text_va_emo_row,True
p2_n22,p2_n22,2,22,6,1,0.0,0.0,0.2981837913541036,-0.31446703897722195,75.9,42.9,23.3,25.8,neutral,M,direct_text_va_emo_row,True
p2_n22,p2_n22,2,22,7,1,0.0,0.0,-0.09838246399243221,0.0446736792026189,63.8,58.2,51.6,35.4,neutral,M,direct_text_va_emo_row,True
p2_n22,p2_n22,2,22,8,1,0.0,0.0,0.23328201808526733,-0.05568017519415176,71.4,48.9,66.9,26.6,neutral,M,direct_text_va_emo_row,True
p2_n22,p2_n22,2,22,9,1,0.0,0.0,-0.039538461093080075,0.8107732423986833,71.4,58.2,60.2,23.7,neutral,M,direct_text_va_emo_row,True
p2_n22,p2_n22,2,22,10,1,0.0,0.0,-0.5046219660971595,0.036265936489845406,58.4,31.7,57.4,11.1,neutral,M,direct_text_va_emo_row,True
p2_n23,p2_n23,2,23,1,1,-0.65,0.85,-1.0,0.7035180816705612,87.1,30.0,29.8,16.0,fearful,M,direct_text_va_emo_row,True
p2_n23,p2_n23,2,23,2,1,-0.65,0.85,-0.8938415068195625,1.0,112.8,23.1,22.3,9.0,fearful,M,direct_text_va_emo_row,True
p2_n23,p2_n23,2,23,3,1,-0.65,0.85,-0.94305843835916,0.9660924658866435,71.1,27.8,6.2,16.8,fearful,M,direct_text_va_emo_row,True
p2_n23,p2_n23,2,23,4,1,-0.65,0.85,-0.9971356384578027,0.4499322238740725,86.5,25.7,29.0,5.5,fearful,M,direct_text_va_emo_row,True
p2_n23,p2_n23,2,23,5,1,-0.65,0.85,-0.680932236568709,0.750580076596349,97.5,28.7,19.5,12.2,fearful,M,direct_text_va_emo_row,True
p2_n23,p2_n23,2,23,6,1,-0.65,0.85,-0.892531065094911,0.7506105586270696,107.7,7.5,30.5,1.0,fearful,M,direct_text_va_emo_row,True
p2_n23,p2_n23,2,23,7,1,-0.65,0.85,-0.5265862880892123,1.0,102.7,5.0,58.2,0.0,fearful,M,direct_text_va_emo_row,True
p2_n23,p2_n23,2,23,8,1,-0.65,0.85,-0.6150281917902182,1.0,87.8,13.0,12.2,11.5,fearful,M,direct_text_va_emo_row,True
p2_n23,p2_n23,2,23,9,1,-0.65,0.85,-0.5159272726207025,0.3009680447250134,101.0,25.4,10.2,10.0,fearful,M,direct_text_va_emo_row,True
p2_n23,p2_n23,2,23,10,1,-0.65,0.85,-0.23273261854341726,0.6143604985520309,87.3,9.3,45.4,1.9,fearful,M,direct_text_va_emo_row,True
p2_n24,p2_n24,2,24,1,1,-0.75,-0.4,-0.7648537953181235,0.06387582869856573,54.1,34.3,53.4,21.7,sad,M,direct_text_va_emo_row,True
p2_n24,p2_n24,2,24,2,1,-0.75,-0.4,-0.4376237748234603,-0.7331943493699125,68.1,18.9,39.9,0.3,sad,M,direct_text_va_emo_row,True
p2_n24,p2_n24,2,24,3,1,-0.75,-0.4,-0.607373197911371,-0.5451620756384878,60.4,46.3,46.3,21.1,sad,M,direct_text_va_emo_row,True
p2_n24,p2_n24,2,24,4,1,-0.75,-0.4,-0.8492988290364969,-0.6755674351139639,82.7,37.3,52.8,25.2,sad,M,direct_text_va_emo_row,True
p2_n24,p2_n24,2,24,5,1,-0.75,-0.4,-0.8870500745416932,0.08086144870623829,65.7,9.9,58.0,0.0,sad,M,direct_text_va_emo_row,True
p2_n24,p2_n24,2,24,6,1,-0.75,-0.4,-1.0,-0.25185818153816736,58.3,8.1,34.4,0.0,sad,M,direct_text_va_emo_row,True
p2_n24,p2_n24,2,24,7,1,-0.75,-0.4,-1.0,-0.8629606828936647,59.5,32.3,34.1,23.2,sad,M,direct_text_va_emo_row,True
p2_n24,p2_n24,2,24,8,1,-0.75,-0.4,-0.7555750709295133,-0.5722213856438514,72.2,45.7,26.0,22.1,sad,M,direct_text_va_emo_row,True
p2_n24,p2_n24,2,24,9,1,-0.75,-0.4,-0.6984095571686373,-0.034451015320590805,71.0,71.6,46.1,33.4,sad,M,direct_text_va_emo_row,True
p2_n24,p2_n24,2,24,10,1,-0.75,-0.4,-1.0,-0.43622614477035787,66.7,15.2,33.1,6.7,sad,M,direct_text_va_emo_row,True
p2_n25,p2_n25,2,25,1,1,0.8,0.55,0.7031595088617972,0.275344893705547,82.4,34.1,71.4,20.1,happy,M,direct_text_va_emo_row,True
p2_n25,p2_n25,2,25,2,1,0.8,0.55,0.7264393735908856,0.8891458464569956,73.4,33.3,54.2,11.2,happy,M,direct_text_va_emo_row,True
p2_n25,p2_n25,2,25,3,1,0.8,0.55,0.8519008378501565,0.6269191633502785,89.4,30.6,47.4,14.9,happy,M,direct_text_va_emo_row,True
p2_n25,p2_n25,2,25,4,1,0.8,0.55,0.9547215745057884,0.9595899330677353,78.6,45.7,66.4,23.4,happy,M,direct_text_va_emo_row,True
p2_n25,p2_n25,2,25,5,1,0.8,0.55,0.6806473234517999,0.387543278625641,78.8,43.2,43.5,20.7,happy,M,direct_text_va_emo_row,True
p2_n25,p2_n25,2,25,6,1,0.8,0.55,0.7561553860253274,0.672876411811696,91.0,37.9,45.8,17.7,happy,M,direct_text_va_emo_row,True
p2_n25,p2_n25,2,25,7,1,0.8,0.55,0.8658877029886963,0.8710239484870294,67.8,27.5,29.7,2.3,happy,M,direct_text_va_emo_row,True
p2_n25,p2_n25,2,25,8,1,0.8,0.55,0.5857870337180502,0.2684865097722375,83.4,33.6,24.4,19.7,happy,M,direct_text_va_emo_row,True
p2_n25,p2_n25,2,25,9,1,0.8,0.55,0.9299755348821882,1.0,93.0,27.3,51.9,11.8,happy,M,direct_text_va_emo_row,True
p2_n25,p2_n25,2,25,10,1,0.8,0.55,0.6525269205610981,0.724672203379261,87.5,16.9,32.8,8.6,happy,M,direct_text_va_emo_row,True
p2_n26,p2_n26,2,26,1,1,0.0,0.0,-0.22194237788463517,0.24940801923006112,79.8,44.8,56.9,24.5,neutral,M,direct_text_va_emo_row,True
p2_n26,p2_n26,2,26,2,1,0.0,0.0,-0.14960939514526173,-0.2416469727463288,58.4,23.8,68.1,16.3,neutral,M,direct_text_va_emo_row,True
p2_n26,p2_n26,2,26,3,1,0.0,0.0,-0.052117052635101975,0.3016520387159788,63.5,36.5,37.7,17.3,neutral,M,direct_text_va_emo_row,True
p2_n26,p2_n26,2,26,4,1,0.0,0.0,0.011089699378901762,-0.436426858214913,61.4,32.2,58.8,21.2,neutral,M,direct_text_va_emo_row,True
p2_n26,p2_n26,2,26,5,1,0.0,0.0,0.2251332693328979,0.4248589957521774,71.2,40.1,52.4,22.7,neutral,M,direct_text_va_emo_row,True
p2_n26,p2_n26,2,26,6,1,0.0,0.0,-0.1634745970813941,0.006828344962859667,65.6,13.5,47.2,7.2,neutral,M,direct_text_va_emo_row,True
p2_n26,p2_n26,2,26,7,1,0.0,0.0,-0.20615306260869024,0.06915019137779517,74.4,16.6,54.2,6.0,neutral,M,direct_text_va_emo_row,True
p2_n26,p2_n26,2,26,8,1,0.0,0.0,0.0738199851552171,-0.19412478512325007,73.2,20.2,40.8,8.9,neutral,M,direct_text_va_emo_row,True
p2_n26,p2_n26,2,26,9,1,0.0,0.0,-0.33937938496048375,-0.22516784562812003,66.1,27.5,58.4,10.8,neutral,M,direct_text_va_emo_row,True
p2_n26,p2_n26,2,26,10,1,0.0,0.0,-0.2646101584104132,-0.6245152543732349,75.4,35.4,63.7,9.5,neutral,M,direct_text_va_emo_row,True
p2_n27,p2_n27,2,27,1,1,0.8,0.55,0.6792931022982704,0.1047103963835917,89.2,27.3,71.6,18.9,happy,M,direct_text_va_emo_row,True
p2_n27,p2_n27,2,27,2,1,0.8,0.55,0.5804341867941334,0.5749717386023033,74.7,37.1,67.3,20.5,happy,M,direct_text_va_emo_row,True
p2_n27,p2_n27,2,27,3,1,0.8,0.55,1.0,0.4049959168365789,86.7,44.5,30.3,24.4,happy,M,direct_text_va_emo_row,True
p2_n27,p2_n27,2,27,4,1,0.8,0.55,0.5013692650584913,0.6214508216986833,90.2,53.2,64.2,25.3,happy,M,direct_text_va_emo_row,True
p2_n27,p2_n27,2,27,5,1,0.8,0.55,1.0,0.007580645568574518,81.6,32.9,46.0,16.3,happy,M,direct_text_va_emo_row,True
p2_n27,p2_n27,2,27,6,1,0.8,0.55,0.7555205310489005,0.3217972701758718,84.1,49.0,51.9,29.8,happy,M,direct_text_va_emo_row,True
p2_n27,p2_n27,2,27,7,1,0.8,0.55,1.0,0.6752078977510529,85.1,64.3,68.8,32.6,happy,M,direct_text_va_emo_row,True
p2_n27,p2_n27,2,27,8,1,0.8,0.55,0.9026375213319042,0.49223263063558,85.6,25.7,79.7,12.2,happy,M,direct_text_va_emo_row,True
p2_n27,p2_n27,2,27,9,1,0.8,0.55,0.6573398924499718,0.7631171608582377,72.0,40.8,44.1,24.5,happy,M,direct_text_va_emo_row,True
p2_n27,p2_n27,2,27,10,1,0.8,0.55,0.7985113226968177,0.746000694827687,72.3,37.5,45.1,15.2,happy,M,direct_text_va_emo_row,True
p2_n28,p2_n28,2,28,1,1,0.8,0.55,1.0,0.496009869912442,73.2,42.3,57.6,20.6,happy,M,direct_text_va_emo_row,True
p2_n28,p2_n28,2,28,2,1,0.8,0.55,1.0,-0.1593766103493447,84.6,46.8,32.0,27.4,happy,M,direct_text_va_emo_row,True
p2_n28,p2_n28,2,28,3,1,0.8,0.55,1.0,0.3801923367017613,74.2,47.1,34.1,27.8,happy,M,direct_text_va_emo_row,True
p2_n28,p2_n28,2,28,4,1,0.8,0.55,0.7378460365583307,0.7066534093157677,82.1,46.1,73.9,20.2,happy,M,direct_text_va_emo_row,True
p2_n28,p2_n28,2,28,5,1,0.8,0.55,1.0,0.33595753983456256,79.6,33.7,68.9,20.8,happy,M,direct_text_va_emo_row,True
p2_n28,p2_n28,2,28,6,1,0.8,0.55,0.540733481607501,0.7163422337582075,70.8,42.1,56.1,22.9,happy,M,direct_text_va_emo_row,True
p2_n28,p2_n28,2,28,7,1,0.8,0.55,0.43869868389694366,0.7165674180108809,87.4,47.3,45.4,28.4,happy,M,direct_text_va_emo_row,True
p2_n28,p2_n28,2,28,8,1,0.8,0.55,0.980706723746378,0.5779497895508471,81.8,31.5,53.3,3.7,happy,M,direct_text_va_emo_row,True
p2_n28,p2_n28,2,28,9,1,0.8,0.55,1.0,0.3522795520763587,83.2,28.3,67.7,14.7,happy,M,direct_text_va_emo_row,True
p2_n28,p2_n28,2,28,10,1,0.8,0.55,0.7410208676719691,0.4482786888739064,81.5,63.7,39.3,36.0,happy,M,direct_text_va_emo_row,True
p2_n29,p2_n29,2,29,1,1,-0.75,-0.4,-0.5508245182323145,-0.39620426436489176,53.3,39.1,54.3,20.2,sad,M,direct_text_va_emo_row,True
p2_n29,p2_n29,2,29,2,1,-0.75,-0.4,-0.567260255905946,-0.5626649568420959,71.1,20.0,5.0,11.5,sad,M,direct_text_va_emo_row,True
p2_n29,p2_n29,2,29,3,1,-0.75,-0.4,-0.9269777351685189,-0.465686686921626,65.7,18.9,48.3,12.9,sad,M,direct_text_va_emo_row,True
p2_n29,p2_n29,2,29,4,1,-0.75,-0.4,-0.7895763695024159,-0.44596347328980246,48.4,43.1,30.6,25.6,sad,M,direct_text_va_emo_row,True
p2_n29,p2_n29,2,29,5,1,-0.75,-0.4,-0.9396913144838437,-0.06228691732524866,73.9,22.6,52.9,16.4,sad,M,direct_text_va_emo_row,True
p2_n29,p2_n29,2,29,6,1,-0.75,-0.4,-0.45460807089521343,0.1859135132031562,72.3,6.5,35.6,0.1,sad,M,direct_text_va_emo_row,True
p2_n29,p2_n29,2,29,7,1,-0.75,-0.4,-0.40997102495492177,-0.7111356250211807,62.0,11.6,34.5,3.3,sad,M,direct_text_va_emo_row,True
p2_n29,p2_n29,2,29,8,1,-0.75,-0.4,-0.6931260310669866,-0.24100806232206554,72.7,41.7,53.0,21.7,sad,M,direct_text_va_emo_row,True
p2_n29,p2_n29,2,29,9,1,-0.75,-0.4,-0.5179385771639189,-0.5241329338704923,48.3,20.9,55.2,14.2,sad,M,direct_text_va_emo_row,True
p2_n29,p2_n29,2,29,10,1,-0.75,-0.4,-0.6031520750484969,-0.04645317791722753,65.3,15.4,39.7,7.4,sad,M,direct_text_va_emo_row,True
p2_n30,p2_n30,2,30,1,1,-0.8,0.75,-1.0,0.8968156033660442,102.2,5.0,48.6,0.0,angry,M,direct_text_va_emo_row,True
p2_n30,p2_n30,2,30,2,1,-0.8,0.75,-0.8489246327867254,1.0,82.4,12.3,35.7,7.6,angry,M,direct_text_va_emo_row,True
p2_n30,p2_n30,2,30,3,1,-0.8,0.75,-1.0,0.3819907317433021,87.5,18.2,13.7,4.7,angry,M,direct_text_va_emo_row,True
p2_n30,p2_n30,2,30,4,1,-0.8,0.75,-1.0,0.920805753697202,101.0,26.6,26.8,26.3,angry,M,direct_text_va_emo_row,True
p2_n30,p2_n30,2,30,5,1,-0.8,0.75,-0.6780562947289155,0.5664416695072405,95.8,16.4,30.1,8.8,angry,M,direct_text_va_emo_row,True
p2_n30,p2_n30,2,30,6,1,-0.8,0.75,-0.2307283754866739,0.441372000394401,88.3,5.0,56.0,7.6,angry,M,direct_text_va_emo_row,True
p2_n30,p2_n30,2,30,7,1,-0.8,0.75,-1.0,0.707403558652951,106.7,25.7,39.5,17.9,angry,M,direct_text_va_emo_row,True
p2_n30,p2_n30,2,30,8,1,-0.8,0.75,-0.8346280611518062,0.6440274894194119,90.1,33.8,35.9,16.8,angry,M,direct_text_va_emo_row,True
p2_n30,p2_n30,2,30,9,1,-0.8,0.75,-0.7748022318387985,0.7603218638968599,95.2,39.0,34.8,20.6,angry,M,direct_text_va_emo_row,True
p2_n30,p2_n30,2,30,10,1,-0.8,0.75,-1.0,1.0,84.4,28.5,67.2,15.1,angry,M,direct_text_va_emo_row,True
p2_n31,p2_n31,2,31,1,1,-0.65,0.85,-0.6297293642747941,0.7298380146279396,104.3,25.5,32.6,19.9,fearful,M,direct_text_va_emo_row,True
p2_n31,p2_n31,2,31,2,1,-0.65,0.85,-0.7184323130416902,0.8464324117626528,84.1,5.0,38.3,4.4,fearful,M,direct_text_va_emo_row,True
p2_n31,p2_n31,2,31,3,1,-0.65,0.85,-0.7518650268229005,1.0,82.3,24.9,32.4,22.0,fearful,M,direct_text_va_emo_row,True
p2_n31,p2_n31,2,31,4,1,-0.65,0.85,-0.5817473206264036,0.3313399906134079,84.1,27.8,19.5,13.9,fearful,M,direct_text_va_emo_row,True
p2_n31,p2_n31,2,31,5,1,-0.65,0.85,-1.0,0.8187782786624831,81.8,10.2,26.6,9.5,fearful,M,direct_text_va_emo_row,True
p2_n31,p2_n31,2,31,6,1,-0.65,0.85,-1.0,0.7428363682708666,76.4,19.4,26.6,8.0,fearful,M,direct_text_va_emo_row,True
p2_n31,p2_n31,2,31,7,1,-0.65,0.85,-0.9196281853411493,0.8061763675239968,99.3,33.5,62.7,15.4,fearful,M,direct_text_va_emo_row,True
p2_n31,p2_n31,2,31,8,1,-0.65,0.85,-0.49994675856393056,1.0,83.6,33.0,31.7,25.4,fearful,M,direct_text_va_emo_row,True
p2_n31,p2_n31,2,31,9,1,-0.65,0.85,-0.6533261588446588,0.7000444941700377,82.7,37.5,28.2,17.6,fearful,M,direct_text_va_emo_row,True
p2_n31,p2_n31,2,31,10,1,-0.65,0.85,-0.5818946508365975,0.9543662724553237,82.4,11.4,5.0,8.8,fearful,M,direct_text_va_emo_row,True
p2_n32,p2_n32,2,32,1,1,-0.7,0.35,-0.6802589885829788,0.18972968336541113,93.6,67.9,26.8,30.5,disgust,M,direct_text_va_emo_row,True
p2_n32,p2_n32,2,32,2,1,-0.7,0.35,-0.6801066162644585,0.5397061040409024,94.8,24.6,51.6,15.0,disgust,M,direct_text_va_emo_row,True
p2_n32,p2_n32,2,32,3,1,-0.7,0.35,-0.6528810597454743,0.18582766359314667,76.5,37.9,30.8,20.6,disgust,M,direct_text_va_emo_row,True
p2_n32,p2_n32,2,32,4,1,-0.7,0.35,-0.8346902093365238,0.28626325739910263,70.9,44.4,44.8,19.9,disgust,M,direct_text_va_emo_row,True
p2_n32,p2_n32,2,32,5,1,-0.7,0.35,-1.0,-0.1497222267153125,78.4,41.3,23.6,19.3,disgust,M,direct_text_va_emo_row,True
p2_n32,p2_n32,2,32,6,1,-0.7,0.35,-0.7475602111033038,-0.024361667151437172,86.8,11.9,20.7,1.7,disgust,M,direct_text_va_emo_row,True
p2_n32,p2_n32,2,32,7,1,-0.7,0.35,-0.8549430320634693,0.12280758229800665,76.6,36.2,44.1,13.5,disgust,M,direct_text_va_emo_row,True
p2_n32,p2_n32,2,32,8,1,-0.7,0.35,-1.0,0.42787271469944743,62.2,19.9,34.0,10.4,disgust,M,direct_text_va_emo_row,True
p2_n32,p2_n32,2,32,9,1,-0.7,0.35,-0.5388511418962059,0.25438690058267743,65.2,42.3,28.6,25.7,disgust,M,direct_text_va_emo_row,True
p2_n32,p2_n32,2,32,10,1,-0.7,0.35,-0.6732356367519258,0.2637132797154932,82.3,30.9,47.9,15.9,disgust,M,direct_text_va_emo_row,True
p2_n33,p2_n33,2,33,1,1,-0.75,-0.4,-1.0,-0.510462231810206,60.5,35.6,37.8,16.0,sad,M,direct_text_va_emo_row,True
p2_n33,p2_n33,2,33,2,1,-0.75,-0.4,-0.6766156175078398,-0.3376455780787396,64.7,23.4,38.4,10.1,sad,M,direct_text_va_emo_row,True
p2_n33,p2_n33,2,33,3,1,-0.75,-0.4,-0.7408042917064414,-0.9960766971964364,66.0,49.0,38.5,23.8,sad,M,direct_text_va_emo_row,True
p2_n33,p2_n33,2,33,4,1,-0.75,-0.4,-0.5742143644449991,-0.26669817052517186,72.8,27.5,63.2,4.2,sad,M,direct_text_va_emo_row,True
p2_n33,p2_n33,2,33,5,1,-0.75,-0.4,-0.5933654091657644,-0.7098905715200599,59.4,29.7,39.1,12.0,sad,M,direct_text_va_emo_row,True
p2_n33,p2_n33,2,33,6,1,-0.75,-0.4,-0.790104845493837,0.22522512448357035,57.8,49.2,45.1,32.3,sad,M,direct_text_va_emo_row,True
p2_n33,p2_n33,2,33,7,1,-0.75,-0.4,-0.6483444914443315,-0.44315728357270867,77.3,31.7,40.8,16.4,sad,M,direct_text_va_emo_row,True
p2_n33,p2_n33,2,33,8,1,-0.75,-0.4,-0.6817203914265889,-0.6495530646278513,72.4,17.2,36.1,1.1,sad,M,direct_text_va_emo_row,True
p2_n33,p2_n33,2,33,9,1,-0.75,-0.4,-0.9309911826169468,-0.5610850667554961,57.7,35.9,22.8,15.6,sad,M,direct_text_va_emo_row,True
p2_n33,p2_n33,2,33,10,1,-0.75,-0.4,-0.8034687918886597,-0.15742094955292968,67.2,46.0,19.1,24.1,sad,M,direct_text_va_emo_row,True
p2_n34,p2_n34,2,34,1,1,-0.8,0.75,-0.8384763067436719,0.6699037351408014,94.5,51.3,41.2,28.0,angry,M,direct_text_va_emo_row,True
p2_n34,p2_n34,2,34,2,1,-0.8,0.75,-0.27882176969224604,0.49802207614294847,98.3,9.8,29.2,10.5,angry,M,direct_text_va_emo_row,True
p2_n34,p2_n34,2,34,3,1,-0.8,0.75,-0.5179400541827907,0.5310393983762225,102.4,5.0,20.2,2.4,angry,M,direct_text_va_emo_row,True
p2_n34,p2_n34,2,34,4,1,-0.8,0.75,-0.17564621839503658,0.7615015966840852,79.0,27.6,20.7,19.7,angry,M,direct_text_va_emo_row,True
p2_n34,p2_n34,2,34,5,1,-0.8,0.75,-0.9244181308572599,0.43296579875617186,90.3,16.2,15.8,15.3,angry,M,direct_text_va_emo_row,True
p2_n34,p2_n34,2,34,6,1,-0.8,0.75,-0.8858014817107595,0.228551890273749,96.8,22.2,18.3,7.4,angry,M,direct_text_va_emo_row,True
p2_n34,p2_n34,2,34,7,1,-0.8,0.75,-0.36946122554795136,0.5582331361499249,95.3,19.0,39.4,10.4,angry,M,direct_text_va_emo_row,True
p2_n34,p2_n34,2,34,8,1,-0.8,0.75,-0.9570359347922947,0.7747334467572209,94.7,14.1,17.6,8.8,angry,M,direct_text_va_emo_row,True
